participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
081,"['short tail', 'not enough information', ""the feet aren't webbed"", 'non-webbed feet are more attractive to mates', 'webbed feet are less attractive to mates', 'different season affected its ability to produce offspring or attract mates', 'had a good season\xa0', ""didn't attract mates"", 'the pointed feet were more attractive to mates', 'the webbed feet lowered its attractiveness to mates', 'the stripes affected its attractiveness\xa0', 'possessed two undesirable traits', 'possessed two desired traits in a mate', 'the stripes made it attractive as a mate, but the webbed feet was an undesired trait\xa0', 'possessed two undesired traits', 'possessed one undesired and one desired trait']","['I feel like there were too many questions. Once you understand that the stripes and the feet were what changed the fertility rate, I felt like I was just repeated the same answers for each slide. It was doubtful the traits meant the reptiles themselves had superior reproductive capabilities, so it had to be that the traits affected how attractive they were to other reptiles. So I ended up repeated the same answers. I think the question should have been asked at the very end, after having studied the fertility rate of each lizard first']","[1.0, 2.0, 8.0, 9.0, 4.0, 5.0, 10.0, 3.0, 8.0, 6.0, 5.0, 1.0, 10.0, 6.0, 4.0, 6.0]",859.1957,"['E_C', 'W_C', 'W_F', 'E_F']","[6.0, 10.0, 6.0, 2.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",81,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C']",1,5.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,7.0,Yes,Up/Left,5.0,No,,
291,"['It has stripes', 'This ones stripes are more horizontal.', 'The season mustve been rough because the last one was the same with a score of 9.', 'the stripes are up and to the right, and the toes are pointy', 'the toes are curled so the score went up', 'toes are pointy and stripes are up and to the right', 'no pointy toes and stripes are horizontal', 'pointy toes', 'webbed feet and left stripes so high', 'curved feet and left stripes so low', 'right stripes and curved feet so very low', 'webbed feet and right stripes so lower', 'curved feet and right stripes so low', 'webbed feet and right stripes higher than curved feet and right stripes', 'webbed feet and left stripes', 'curved feet and left stripes']",[],"[8.0, 9.0, 3.0, 6.0, 7.0, 3.0, 10.0, 5.0, 8.0, 3.0, 3.0, 6.0, 4.0, 8.0, 6.0, 6.0]",332.7979,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 7.0, 3.0, 9.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",291,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,6.0,6.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,5.0,Yes,Up/Left,3.0,Yes,Up/Left,3.0
156,"['It had 10 offspring born.', ""It's stripes are diagonally left and its feet are webbed. It had 9 offspring."", 'It had 2 offspring and stripes that went right.', ""It had 2 offspring. It's feet are webbed and the stripes are diagonally right."", 'It had 6 offspring, its feet are webbed, and its stripes are diagonally right.', 'It had 8 offspring, its feet are curly and the stripes are diagonally right.', 'It has curly feet and left-diagonal stripes. It had 9 offsprings.', 'Its stripes are left-slanting. It had 8 offspring.', 'Curly feet and stripes right downward. It had 5 offspring.', 'Stripes are right downward and webbed feet. It had 5 offspring.', 'Its stripes go downward to the left and it has webbed feet. It had 6 offspring.', 'It has curly feet and stripes downward to the left. It had 9 offspring.', 'Curly feet, downward to the left stripes, 10 offspring.', 'Curly feet, stripes downward to the right. 4 offspring.', '4 offspring, stripes going downward to the right. Webbed feet.', 'Webbed feet, stripes downward to the left (I know this is backwards of how you say it). It had seven offspring.']",[],"[10.0, 9.0, 2.0, 2.0, 6.0, 8.0, 9.0, 8.0, 5.0, 5.0, 6.0, 9.0, 10.0, 4.0, 4.0, 7.0]",691.6892,"['E_F', 'W_C', 'E_C', 'W_F']","[8.0, 4.0, 9.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",156,"['E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,4.0,6.0,stripes,feet,C,W,E,F,No,,,No,,,Yes, Up/Right,6.0,Yes, Up/Right,5.0
295,"['The striped reptile is somewhat fertile.', 'The reptile has webbed feet.', 'The reptile has curly feet.', 'The reptile has webbed feet.', 'The reptile has webbed feet.', 'The reptile is in breeding season.', 'The reptile has stripes to the left.', 'The reptile has stripes to the right.', 'It has stripes pointing to the left.', 'It has webbed feet.', 'It has curly feet.', 'It has webbed feet and stripes to the right.', 'It has webbed feet and stripes to the right.', 'It has curly feet.', 'It has webbed feet.', 'It has curly feet.']",[],"[4.0, 10.0, 7.0, 8.0, 7.0, 8.0, 1.0, 9.0, 4.0, 9.0, 6.0, 8.0, 9.0, 3.0, 8.0, 1.0]",475.9468,"['E_C', 'E_F', 'W_C', 'W_F']","[1.0, 7.0, 4.0, 10.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",295,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,7.0,4.0,feet,stripes,F,E,W,C,Yes,Webbed,7.0,No,,,Yes,Up/Left,6.0,Yes,Up/Left,7.0
067,"['this is because it produced many offsprings', 'this is because it produced a small number of offsprings', 'it gave rise to a huge number of offsprings', 'it had a moderate number of offsprings', 'it had a moderate number of offsprings', 'gave rise to a slightly higher number than moderate offsprings', 'produced a moderate number of offsprings', 'it had a moderate number of offsprings', 'produced a small number of offsprings', 'moderate number of offsprings', 'high number of offsprings', 'moderately high number of offsprings', 'high number of offsprings', 'moderately high number of offsprings', 'high number of offsprings', 'moderate offsprings produced']",['it was all clear'],"[9.0, 1.0, 10.0, 4.0, 5.0, 8.0, 5.0, 4.0, 1.0, 6.0, 9.0, 7.0, 10.0, 7.0, 9.0, 6.0]",704.0421,"['W_C', 'W_F', 'E_C', 'E_F']","[5.0, 5.0, 3.0, 9.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",67,"['W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Curved/Pointy,4.0,Yes,Up/Left,6.0,Yes,Up/Left,4.0
104,"['reptile has stripes that angle upward to the left and webbed feet', 'reptile has striped that angle upwards to the left, but does not have webbed feet', 'reptile has webbed feet, but stripes that angle upwards to the right', 'this reptile has no webbed feet and upward right angled stripes', 'this reptile has no webbed feet and left angled stripes', 'this reptile has no webbed feet and left angled stripes. this reptile could have mated in a different season, which could have produced more offspring', 'this reptile has stripes angling left and webbed feet\xa0webbed feet does not seem to be an indicator of greater fertility.\xa0', 'this reptile has webbed feet and stripes that angle to the left. this reptile could have been more fertile in a different season.', 'this reptile has webbed feet', 'this reptile also has webbed feet. in a different season it is possible that it could be more fertile and it allows for the webbed feet to be more useful.\xa0', 'this reptile has curved feet. curved feet might be an advantage depending on the season it mates in', 'this reptile has curved feet and having curved feet was probably advantageous in the season it mates', 'this reptile also has curved feet', 'this reptile has webbed feet and stripes that angle left. it is possible that webbed feet could be advantageous in a dryer season', 'this reptile has stripes that angle to the left and upwards and has curved feet. it is likely that the curved feet were disadvantageous in the season it mated', 'this reptile has stripes angled upwards and slanting right. it also has webbed feet, which might be better if it mates in water\xa0']",[],"[8.0, 4.0, 4.0, 9.0, 5.0, 7.0, 4.0, 7.0, 2.0, 8.0, 7.0, 7.0, 9.0, 6.0, 1.0, 6.0]",807.041,"['E_C', 'W_F', 'E_F', 'W_C']","[6.0, 7.0, 7.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",104,"['W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,5.0,stripes,feet,C,W,E,F,Yes,Webbed,4.0,Yes, Curved/Pointy,4.0,No,,,No,,
037,"['Has diagonal stripes, 3 toes feet', 'The feet are more webbed, the stripes are angled differently', 'The feet are webbed but the stripes angle from left to right', 'The season must be why this matters', 'It seems consistent with the stripes placement and feet type', 'The feet are webbed and the stripes go from left to right', 'The feet being webbed seems to always have lower than curled', 'The stripes and feet seem consistent with other scores so it must be the season that depends on this type', 'The stripes type and feet type were both lower unless it was a certain season', 'The feet are curled which gave it a higher score than the previous one', 'Both the stripes and feet type generally gave higher scores', 'Both the stripes and feet type gave lower scores', 'The feet type gave lower scores but maybe the season also impacts', 'Both stripes and feet gives lower score', 'The feet type gives higher score', 'The season must affect this one']",[],"[10.0, 3.0, 8.0, 9.0, 8.0, 6.0, 1.0, 3.0, 4.0, 6.0, 8.0, 2.0, 1.0, 2.0, 7.0, 5.0]",462.4885,"['W_C', 'E_F', 'E_C', 'W_F']","[6.0, 5.0, 9.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",37,"['E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,2.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,6.0,Yes, Up/Right,5.0,Yes, Up/Right,5.0
186,"['Not enough information yet. Reptile has webbed feet and diagonal right stripes.', 'Based on data so far the curled feet have a lower fertility score.', 'It has curly feet so the score should be down, but based on data diagonal left stripes probably have high fertility', 'Has webbed feet and diagonal left stripes. Highest fertility combination.', 'Has webbed feet and diagonal right stripes. Much lower fertility than anticipated perhaps both in combination are very low.', 'Webbed Feet and diagonal left stripes indicate high fertility, similar to a previous sample.', 'Diagonal right and curled feet have very low fertility.', 'Diagonal left and curly feet. Starting to think that only the direction of the stripes matter for fertility as this has the highest score.', 'Stripes to up/right so low fertility.', 'stripes up/left so high fertility', 'stripes up/left with surprisingly low fertility. anomoly or does curled feet with up/left go low?', 'the stripes are up and right now with a decent fertility score, much higher than previous. perhaps webbed feet in combination with up/right go higher?', 'stripes to the up/left we should expect high fertility', 'stripes to up/right we should expect low fertility', 'stripes to the up/right we should expect low fertility', 'stripes to the up/left we should expect high fertility']",[],"[5.0, 3.0, 6.0, 8.0, 2.0, 7.0, 3.0, 10.0, 4.0, 8.0, 2.0, 6.0, 10.0, 1.0, 1.0, 10.0]",512.0031,"['E_C', 'W_C', 'W_F', 'E_F']","[3.0, 8.0, 8.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",186,"['E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,7.0,7.0,stripes,feet,F,E,W,C,No,,,No,,,Yes,Up/Left,7.0,Yes,Up/Left,7.0
165,"['Higher fertility score due to clawed feet and stripes', 'Lower fertility score due to webbed feet', 'Lower fertility score because of webbed feet', 'Higher fertility score due to clawed feet', 'Lower fertility score because of webbed feet', 'Higher fertility score due to clawed feet', 'Higher fertility score due to stripes', 'Higher fertility score due to clawed feet', 'Higher fertility due to clawed feet', 'Lower score due to webbed feet', 'Lower score due to stripes left', 'Lower score due to webbed feet', 'Lower score due to left stripes and webbed feet', 'Higher score due to clawed feet', 'High score due to clawed feet', 'Lower score due to webbed feet']",['Survey was fun and interesting'],"[7.0, 3.0, 3.0, 8.0, 2.0, 9.0, 8.0, 7.0, 9.0, 5.0, 6.0, 3.0, 2.0, 8.0, 6.0, 5.0]",271.4642,"['E_F', 'E_C', 'W_F', 'W_C']","[5.0, 9.0, 3.0, 6.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",165,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F']",1,4.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,4.0,No,,
204,"['four of its offsprings made to maturity\xa0', 'six out of its total offsprings made it to maturity\xa0', 'four offsprings made maturing\xa0', 'itis most fertile\xa0', 'it is not veryfertile', 'it is quite fertile\xa0', 'it is fertile to a great extent\xa0', 'not very fertile\xa0', 'seven offsprings made to adulthood\xa0', 'three offspring made to adulthood\xa0', 'its quite fertile', 'one offspring made to adulthood\xa0', 'very fertile\xa0', '3 offspring made mturity', 'very fertile\xa0', '5 offspring made adulthood\xa0']",[],"[4.0, 6.0, 4.0, 10.0, 1.0, 9.0, 9.0, 1.0, 7.0, 3.0, 6.0, 1.0, 9.0, 3.0, 10.0, 5.0]",675.7685,"['W_C', 'E_F', 'W_F', 'E_C']","[5.0, 3.0, 7.0, 9.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",204,"['E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C']",1,4.0,6.0,stripes,feet,C,W,E,F,No,,,Yes, Curved/Pointy,4.0,Yes, Up/Right,5.0,Yes,Up/Left,5.0
032,"[""He's green so he's easily seen.Looks like the vegitation behind him is green as well so it's probably spring time."", ""It looks like the vegetation behind him has started changing colors to yellowish in parts. This might mean it's now summer or the end of summer and mating season may be ending."", 'His stripes are darker. There are more yellow leaves so the season might be ended.', ""He's really charismatic, attracts all the ladies."", 'There are yellow leaves so mating season might be over.', 'He had darker stripes.', 'His stripes stand out.', 'He looks friendly.', 'His stripes are down.', 'His stripes are up.', 'Stripes are up.', 'Stripes are down.', 'stripes are down.', 'Stripes are up.', 'Stripes are horizontal.', 'Stripes are up.']",[],"[6.0, 5.0, 1.0, 9.0, 2.0, 7.0, 7.0, 7.0, 4.0, 8.0, 7.0, 4.0, 1.0, 10.0, 4.0, 10.0]",491.8694,"['W_C', 'W_F', 'E_C', 'E_F']","[4.0, 5.0, 9.0, 10.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",32,"['E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,5.0,3.0,stripes,feet,C,W,E,F,Yes,Webbed,1.0,Yes,Webbed,3.0,Yes, Up/Right,7.0,Yes, Up/Right,6.0
093,"['Curved feet, striped back', 'Stripes on the backWebbed feet', 'Striped reptilewebbed feetwarm environment', 'stripedwebbed feet', 'seperated feetbetter environment', 'webbed feetstripes', 'stripes and webbed feet', 'non-webbed feet', 'webbed feetright sided lines', 'non-webbed feetleft sided lines', 'left sided lineswebbed feet', 'non-webbed feetright sided lines', 'right sided lines and curved feet', 'right sided lineswebbed', 'non webbed and left sided lines', 'left sided lines and webbed feet']",[],"[6.0, 1.0, 3.0, 4.0, 9.0, 6.0, 1.0, 7.0, 4.0, 6.0, 1.0, 8.0, 9.0, 4.0, 10.0, 4.0]",449.4935,"['E_C', 'E_F', 'W_C', 'W_F']","[8.0, 5.0, 4.0, 2.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",93,"['W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,No,,,No,,
153,"['They produced 7 living offspring.', 'They produced 3 living offspring.', 'They produced 3 living offspring.', 'They produced 7 living offspring.', 'This type of reptile has a lower birth rate.', 'This type of reptile has a higher birth rate.', 'This reptile has a higher birth rate.', 'Stubby-toed reptiles have a medium birth rate.', ""This reptile has a remarkably fertile season for it's species."", 'This reptile tends to have low reproduction rates.', 'This type of reptile has a very high fertility rate.', 'This reptile may have cross-bred will a more productive breed.', 'Typical repro rate for this species.', 'Typical repro rate for this species.', 'This reptile may have cross-bred with a more productive breed.', 'Typical repro rate for this breed.']",['Decided based on evidence in pictures.'],"[7.0, 3.0, 3.0, 7.0, 3.0, 6.0, 9.0, 5.0, 7.0, 3.0, 9.0, 5.0, 4.0, 4.0, 9.0, 9.0]",599.3328,"['E_C', 'W_F', 'W_C', 'E_F']","[8.0, 4.0, 9.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",153,"['W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,No,,,Yes,Up/Left,4.0
