participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
096,"[6.0, 5.0, 6.0, 5.0, 8.0, 7.0, 7.0, 8.0, 5.0, 5.0, 6.0, 8.0, 7.0, 5.0, 8.0, 2.0]","[7.0, 5.0, 10.0, 8.0, 1.0, 5.0, 6.0, 8.0, 9.0, 3.0, 5.0, 7.0, 5.0, 5.0, 9.0, 3.0]","[1.0, 0.0, 4.0, 3.0, 7.0, 2.0, 1.0, 0.0, 4.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0]",[],503.7875,"['E_F', 'W_C', 'W_F', 'E_C']","[6.0, 5.0, 2.0, 9.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",96,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,4.0,1.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,7.0,Yes,Webbed,6.0,Yes, Up/Right,5.0,Yes, Up/Right,5.0
042,"[4.0, 8.0, 5.0, 10.0, 1.0, 4.0, 4.0, 4.0, 5.0, 7.0, 1.0, 10.0, 5.0, 8.0, 4.0, 2.0]","[4.0, 4.0, 1.0, 5.0, 5.0, 6.0, 1.0, 10.0, 6.0, 8.0, 2.0, 6.0, 4.0, 5.0, 3.0, 4.0]","[0.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0, 6.0, 1.0, 1.0, 1.0, 4.0, 1.0, 3.0, 1.0, 2.0]",[],465.8129,"['E_F', 'W_C', 'W_F', 'E_C']","[2.0, 5.0, 2.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",42,"['E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,7.0,stripes,feet,C,E,W,F,No,,,Yes, Curved/Pointy,5.0,No,,,Yes,Up/Left,6.0
259,"[7.0, 5.0, 6.0, 7.0, 3.0, 6.0, 2.0, 3.0, 7.0, 6.0, 7.0, 7.0, 2.0, 7.0, 8.0, 3.0]","[3.0, 7.0, 3.0, 8.0, 1.0, 7.0, 6.0, 1.0, 1.0, 3.0, 8.0, 8.0, 5.0, 5.0, 8.0, 6.0]","[4.0, 2.0, 3.0, 1.0, 2.0, 1.0, 4.0, 2.0, 6.0, 3.0, 1.0, 1.0, 3.0, 2.0, 0.0, 3.0]",[],589.001,"['E_C', 'W_F', 'E_F', 'W_C']","[5.0, 5.0, 8.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",259,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C']",1,6.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes, Curved/Pointy,4.0,Yes, Up/Right,6.0,Yes,Up/Left,4.0
288,"[4.0, 3.0, 4.0, 3.0, 5.0, 8.0, 3.0, 4.0, 9.0, 2.0, 5.0, 5.0, 3.0, 1.0, 5.0, 8.0]","[5.0, 2.0, 9.0, 4.0, 5.0, 3.0, 2.0, 10.0, 6.0, 1.0, 2.0, 7.0, 5.0, 5.0, 9.0, 6.0]","[1.0, 1.0, 5.0, 1.0, 0.0, 5.0, 1.0, 6.0, 3.0, 1.0, 3.0, 2.0, 2.0, 4.0, 4.0, 2.0]",['Up right stripes was clearly beneficial but maybe toes was something I just assumed. I kind of just timidly checked the first few until I thought I mentally had enough data to make educated guesses.'],604.9927,"['W_C', 'E_F', 'W_F', 'E_C']","[3.0, 7.0, 2.0, 7.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",288,"['E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C']",1,4.0,5.0,stripes,feet,F,W,E,C,No,,,Yes, Curved/Pointy,4.0,Yes, Up/Right,6.0,Yes, Up/Right,5.0
247,"[3.0, 5.0, 8.0, 4.0, 6.0, 8.0, 3.0, 5.0, 8.0, 9.0, 4.0, 8.0, 6.0, 4.0, 8.0, 4.0]","[4.0, 9.0, 3.0, 8.0, 3.0, 3.0, 4.0, 8.0, 3.0, 2.0, 9.0, 8.0, 3.0, 9.0, 8.0, 7.0]","[1.0, 4.0, 5.0, 4.0, 3.0, 5.0, 1.0, 3.0, 5.0, 7.0, 5.0, 0.0, 3.0, 5.0, 0.0, 3.0]",[],415.2513,"['E_F', 'W_C', 'E_C', 'W_F']","[7.0, 3.0, 9.0, 8.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",247,"['E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C']",1,4.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,3.0,No,,,No,,,No,,
221,"[5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 3.0, 1.0, 3.0, 5.0, 7.0, 9.0, 5.0, 5.0, 5.0, 5.0]","[7.0, 3.0, 1.0, 6.0, 2.0, 3.0, 3.0, 7.0, 9.0, 2.0, 10.0, 1.0, 4.0, 9.0, 6.0, 4.0]","[2.0, 1.0, 4.0, 1.0, 3.0, 0.0, 0.0, 6.0, 6.0, 3.0, 3.0, 8.0, 1.0, 4.0, 1.0, 1.0]",[],487.5368,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 5.0, 5.0, 5.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",221,"['E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,1.0,1.0,feet,stripes,C,E,W,F,Yes,Webbed,4.0,Yes,Webbed,4.0,Yes, Up/Right,4.0,Yes, Up/Right,4.0
130,"[5.0, 1.0, 6.0, 8.0, 8.0, 2.0, 2.0, 8.0, 8.0, 4.0, 9.0, 6.0, 6.0, 4.0, 2.0, 9.0]","[1.0, 1.0, 7.0, 9.0, 10.0, 1.0, 5.0, 10.0, 3.0, 2.0, 4.0, 8.0, 7.0, 3.0, 1.0, 8.0]","[4.0, 0.0, 1.0, 1.0, 2.0, 1.0, 3.0, 2.0, 5.0, 2.0, 5.0, 2.0, 1.0, 1.0, 1.0, 1.0]","['Definitely an interesting study; I had some trouble identifying webbed feet, but I was able to solve that quickly.']",392.4813,"['W_F', 'W_C', 'E_C', 'E_F']","[7.0, 6.0, 3.0, 2.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",130,"['E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,7.0,2.0,stripes,feet,C,E,W,F,No,,,No,,,Yes,Up/Left,3.0,Yes, Up/Right,6.0
241,"[5.0, 3.0, 5.0, 9.0, 5.0, 5.0, 8.0, 8.0, 4.0, 4.0, 8.0, 8.0, 9.0, 4.0, 9.0, 4.0]","[8.0, 9.0, 4.0, 4.0, 5.0, 1.0, 7.0, 10.0, 6.0, 2.0, 8.0, 9.0, 9.0, 5.0, 8.0, 2.0]","[3.0, 6.0, 1.0, 5.0, 0.0, 4.0, 1.0, 2.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0]",['no issues. thank you'],272.3275,"['E_F', 'W_C', 'E_C', 'W_F']","[4.0, 8.0, 9.0, 4.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",241,"['W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,6.0,6.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,No,,,No,,
249,"[3.0, 7.0, 9.0, 5.0, 6.0, 8.0, 2.0, 4.0, 7.0, 5.0, 5.0, 5.0, 4.0, 6.0, 7.0, 4.0]","[7.0, 10.0, 6.0, 2.0, 8.0, 9.0, 5.0, 2.0, 5.0, 7.0, 6.0, 9.0, 1.0, 3.0, 8.0, 6.0]","[4.0, 3.0, 3.0, 3.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 1.0, 4.0, 3.0, 3.0, 1.0, 2.0]",[],339.2547,"['W_C', 'E_F', 'W_F', 'E_C']","[8.0, 6.0, 5.0, 5.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",249,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C']",1,5.0,4.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,5.0,Yes, Up/Right,5.0
277,"[7.0, 8.0, 5.0, 10.0, 5.0, 10.0, 10.0, 8.0, 8.0, 5.0, 8.0, 5.0, 9.0, 7.0, 9.0, 5.0]","[7.0, 1.0, 10.0, 5.0, 7.0, 5.0, 8.0, 7.0, 10.0, 9.0, 8.0, 4.0, 6.0, 3.0, 7.0, 1.0]","[0.0, 7.0, 5.0, 5.0, 2.0, 5.0, 2.0, 1.0, 2.0, 4.0, 0.0, 1.0, 3.0, 4.0, 2.0, 4.0]",['I tried to recall which ones had the highest and why that might be.\xa0'],364.1231,"['W_C', 'E_F', 'W_F', 'E_C']","[9.0, 2.0, 7.0, 5.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",277,"['E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,6.0,Yes,Up/Left,5.0
111,"[6.0, 5.0, 6.0, 4.0, 3.0, 6.0, 4.0, 7.0, 7.0, 5.0, 4.0, 7.0, 5.0, 3.0, 6.0, 2.0]","[4.0, 8.0, 3.0, 7.0, 7.0, 6.0, 3.0, 5.0, 7.0, 1.0, 5.0, 8.0, 6.0, 1.0, 7.0, 3.0]","[2.0, 3.0, 3.0, 3.0, 4.0, 0.0, 1.0, 2.0, 0.0, 4.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",['It was a fun study! It was easy to notice the patterns'],315.6262,"['W_F', 'W_C', 'E_C', 'E_F']","[7.0, 3.0, 2.0, 5.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'low', 'high']",111,"['W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,4.0,Yes,Up/Left,4.0,Yes, Up/Right,5.0
008,"[5.0, 6.0, 4.0, 2.0, 4.0, 1.0, 9.0, 4.0, 4.0, 5.0, 4.0, 9.0, 9.0, 4.0, 7.0, 4.0]","[4.0, 1.0, 3.0, 10.0, 9.0, 6.0, 9.0, 4.0, 5.0, 9.0, 4.0, 8.0, 9.0, 7.0, 7.0, 3.0]","[1.0, 5.0, 1.0, 8.0, 5.0, 5.0, 0.0, 0.0, 1.0, 4.0, 0.0, 1.0, 0.0, 3.0, 0.0, 1.0]",[],375.119,"['W_F', 'W_C', 'E_C', 'E_F']","[4.0, 5.0, 8.0, 9.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",8,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,7.0,stripes,feet,F,W,E,C,No,,,Yes,Webbed,6.0,Yes, Up/Right,7.0,Yes, Up/Right,5.0
290,"[3.0, 3.0, 6.0, 6.0, 3.0, 3.0, 6.0, 7.0, 6.0, 3.0, 3.0, 6.0, 6.0, 3.0, 6.0, 3.0]","[2.0, 3.0, 6.0, 6.0, 3.0, 3.0, 6.0, 10.0, 6.0, 3.0, 3.0, 7.0, 5.0, 2.0, 7.0, 7.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 4.0]",[],254.0746,"['E_F', 'E_C', 'W_C', 'W_F']","[3.0, 3.0, 6.0, 6.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",290,"['E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,7.0,7.0,stripes,feet,C,E,W,F,No,,,No,,,Yes,Up/Left,7.0,Yes,Up/Left,7.0
213,"[5.0, 5.0, 5.0, 5.0, 6.0, 8.0, 6.0, 9.0, 9.0, 9.0, 6.0, 6.0, 5.0, 9.0, 8.0, 5.0]","[9.0, 9.0, 3.0, 6.0, 8.0, 10.0, 5.0, 5.0, 6.0, 6.0, 4.0, 4.0, 3.0, 5.0, 9.0, 1.0]","[4.0, 4.0, 2.0, 1.0, 2.0, 2.0, 1.0, 4.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 1.0, 4.0]","[""I tried testing hypothesis about stripes but didn't see a strong correlation. In the second set of questions, the numbers seemed to be lower across the board for all types of reptiles.\xa0""]",370.0727,"['E_C', 'E_F', 'W_C', 'W_F']","[7.0, 4.0, 8.0, 3.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",213,"['W_C', 'E_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,2.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,6.0,No,,,No,,
223,"[8.0, 5.0, 4.0, 4.0, 4.0, 2.0, 6.0, 8.0, 4.0, 7.0, 8.0, 3.0, 7.0, 2.0, 4.0, 8.0]","[5.0, 1.0, 5.0, 3.0, 1.0, 6.0, 7.0, 7.0, 4.0, 9.0, 7.0, 4.0, 8.0, 3.0, 3.0, 7.0]","[3.0, 4.0, 1.0, 1.0, 3.0, 4.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],412.8011,"['E_F', 'W_C', 'W_F', 'E_C']","[8.0, 3.0, 8.0, 3.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",223,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,2.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,6.0,No,,,No,,
036,"[3.0, 8.0, 8.0, 1.0, 8.0, 2.0, 6.0, 1.0, 6.0, 2.0, 9.0, 4.0, 6.0, 2.0, 10.0, 7.0]","[8.0, 5.0, 2.0, 1.0, 10.0, 5.0, 5.0, 3.0, 8.0, 4.0, 10.0, 6.0, 5.0, 1.0, 5.0, 6.0]","[5.0, 3.0, 6.0, 0.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 5.0, 1.0]","['I made my decisions by paying attention to how the scores differed between reptiles that shared a similar feature. For example, if both reptiles had the same stripes but different feet, how did their scores differ? I thought the experiment was easy to follow along with.']",454.4666,"['W_C', 'E_F', 'E_C', 'W_F']","[2.0, 9.0, 7.0, 5.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",36,"['E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,7.0,1.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,4.0,Yes, Up/Right,7.0,Yes, Up/Right,7.0
112,"[5.0, 6.0, 4.0, 7.0, 4.0, 7.0, 5.0, 4.0, 6.0, 3.0, 8.0, 5.0, 1.0, 8.0, 10.0, 2.0]","[7.0, 2.0, 4.0, 5.0, 8.0, 8.0, 6.0, 2.0, 10.0, 3.0, 9.0, 1.0, 1.0, 6.0, 8.0, 5.0]","[2.0, 4.0, 0.0, 2.0, 4.0, 1.0, 1.0, 2.0, 4.0, 0.0, 1.0, 4.0, 0.0, 2.0, 2.0, 3.0]",[],595.5652,"['W_F', 'E_F', 'E_C', 'W_C']","[2.0, 8.0, 10.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",112,"['E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,6.0,2.0,stripes,feet,C,W,E,F,Yes,Webbed,4.0,Yes,Webbed,5.0,Yes, Up/Right,6.0,Yes, Up/Right,5.0
104,"[5.0, 6.0, 5.0, 4.0, 4.0, 5.0, 5.0, 8.0, 5.0, 7.0, 5.0, 4.0, 7.0, 4.0, 6.0, 7.0]","[8.0, 4.0, 4.0, 9.0, 5.0, 7.0, 4.0, 7.0, 2.0, 8.0, 7.0, 7.0, 9.0, 6.0, 1.0, 6.0]","[3.0, 2.0, 1.0, 5.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 2.0, 3.0, 2.0, 2.0, 5.0, 1.0]",[],287.9436,"['E_C', 'W_F', 'E_F', 'W_C']","[9.0, 6.0, 8.0, 2.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",104,"['W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,1.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,6.0,Yes,Webbed,5.0,Yes, Up/Right,5.0,No,,
051,"[5.0, 3.0, 5.0, 6.0, 6.0, 8.0, 3.0, 5.0, 3.0, 6.0, 5.0, 8.0, 4.0, 7.0, 6.0, 6.0]","[3.0, 6.0, 6.0, 8.0, 6.0, 4.0, 3.0, 6.0, 5.0, 4.0, 7.0, 5.0, 5.0, 5.0, 9.0, 4.0]","[2.0, 3.0, 1.0, 2.0, 0.0, 4.0, 0.0, 1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 3.0, 2.0]",[],309.6813,"['E_F', 'E_C', 'W_F', 'W_C']","[8.0, 5.0, 6.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",51,"['W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F']",1,4.0,1.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,4.0,Yes, Up/Right,3.0,Yes, Up/Right,5.0
