participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
012,"[4.0, 2.0, 6.0, 3.0, 8.0, 8.0, 3.0, 7.0, 3.0, 3.0, 7.0, 6.0, 3.0, 3.0, 6.0, 3.0, 3.0, 5.0, 6.0, 4.0, 3.0, 3.0, 6.0, 6.0]","[3.0, 8.0, 3.0, 3.0, 5.0, 7.0, 3.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 7.0, 5.0, 5.0, 4.0, 7.0, 7.0, 5.0, 4.0, 7.0, 3.0, 9.0]","[1.0, 6.0, 3.0, 0.0, 3.0, 1.0, 0.0, 5.0, 1.0, 3.0, 1.0, 0.0, 3.0, 4.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 4.0, 3.0, 3.0]",[],277.4283,"['T_Y_S', 'T_B_S', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_B_C']","[6.0, 3.0, 7.0, 6.0, 3.0, 6.0, 4.0, 3.0]","['medium', 'high', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'low', 'low', 'high', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'high']","['H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2']","['I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2']","['L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['medium', 'low', 'high', 'high', 'medium', 'medium', 'low', 'medium']",12,"['N_B_S', 'N_Y_S', 'T_B_S', 'N_B_C', 'N_Y_C', 'T_Y_S', 'T_B_C', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_Y_S']",1,color,tail,shape,Y,B,S,C,N,T,Yes, Circular,3.0,Yes, Yellow,3.0,No,,
130,"[8.0, 3.0, 4.0, 6.0, 10.0, 7.0, 4.0, 5.0, 4.0, 1.0, 6.0, 5.0, 6.0, 9.0, 9.0, 1.0, 4.0, 5.0, 8.0, 9.0, 10.0, 5.0, 7.0, 3.0]","[4.0, 9.0, 7.0, 4.0, 4.0, 1.0, 5.0, 6.0, 5.0, 5.0, 9.0, 8.0, 4.0, 2.0, 8.0, 4.0, 4.0, 6.0, 10.0, 3.0, 6.0, 2.0, 8.0, 7.0]","[4.0, 6.0, 3.0, 2.0, 6.0, 6.0, 1.0, 1.0, 1.0, 4.0, 3.0, 3.0, 2.0, 7.0, 1.0, 3.0, 0.0, 1.0, 2.0, 6.0, 4.0, 3.0, 1.0, 4.0]",[],514.5241,"['N_Y_S', 'N_B_S', 'N_B_C', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_S']","[6.0, 8.0, 7.0, 3.0, 8.0, 3.0, 6.0, 9.0]","['medium', 'high', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'medium']","['I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2']","['H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2']","['high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium']",130,"['T_B_S', 'N_Y_S', 'T_Y_S', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'T_Y_C']",1,shape,color,tail,Y,B,S,C,N,T,Yes,Square,3.0,Yes,Blue,3.0,Yes, Straight,4.0
132,"[3.0, 8.0, 8.0, 7.0, 7.0, 3.0, 7.0, 4.0, 3.0, 6.0, 4.0, 8.0, 4.0, 3.0, 6.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 8.0, 6.0, 7.0]","[7.0, 10.0, 6.0, 3.0, 8.0, 4.0, 5.0, 4.0, 3.0, 8.0, 4.0, 5.0, 7.0, 2.0, 5.0, 4.0, 4.0, 6.0, 6.0, 4.0, 5.0, 6.0, 6.0, 10.0]","[4.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0, 2.0, 0.0, 3.0]",[],301.5406,"['N_Y_S', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'N_Y_C']","[7.0, 8.0, 5.0, 5.0, 6.0, 4.0, 3.0, 5.0]","['medium', 'high', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'high']","['H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1']","['I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2']","['L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2']","['medium', 'high', 'low', 'medium', 'high', 'medium', 'low', 'medium']",132,"['N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_C', 'N_B_S']",1,tail,color,shape,B,Y,S,C,N,T,Yes,Square,6.0,Yes,Blue,2.0,Yes, Straight,6.0
113,"[4.0, 2.0, 7.0, 7.0, 5.0, 3.0, 5.0, 9.0, 7.0, 7.0, 4.0, 3.0, 5.0, 4.0, 3.0, 5.0, 8.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[2.0, 3.0, 8.0, 5.0, 7.0, 4.0, 4.0, 3.0, 3.0, 6.0, 5.0, 4.0, 6.0, 5.0, 3.0, 4.0, 6.0, 9.0, 7.0, 5.0, 6.0, 3.0, 6.0, 5.0]","[2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 6.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 4.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0]",[],405.3621,"['T_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C']","[3.0, 4.0, 6.0, 5.0, 5.0, 6.0, 8.0, 8.0]","['low', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'medium']","['L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2']","['L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1']","['I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['low', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'high']",113,"['T_B_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_Y_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'N_B_S']",1,shape,tail,color,B,Y,C,S,N,T,Yes, Circular,7.0,Yes, Yellow,4.0,Yes, Straight,7.0
084,"[4.0, 4.0, 5.0, 1.0, 5.0, 4.0, 6.0, 6.0, 7.0, 1.0, 5.0, 7.0, 4.0, 5.0, 5.0, 8.0, 3.0, 7.0, 4.0, 7.0, 2.0, 5.0, 5.0, 5.0]","[4.0, 5.0, 1.0, 6.0, 9.0, 4.0, 8.0, 7.0, 8.0, 7.0, 5.0, 2.0, 3.0, 4.0, 6.0, 7.0, 7.0, 5.0, 7.0, 5.0, 5.0, 3.0, 1.0, 6.0]","[0.0, 1.0, 4.0, 5.0, 4.0, 0.0, 2.0, 1.0, 1.0, 6.0, 0.0, 5.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0, 3.0, 2.0, 3.0, 2.0, 4.0, 1.0]",[],382.1926,"['T_B_S', 'N_B_C', 'N_Y_C', 'T_Y_C', 'N_Y_S', 'T_B_C', 'T_Y_S', 'N_B_S']","[4.0, 1.0, 4.0, 7.0, 2.0, 8.0, 6.0, 6.0]","['medium', 'medium', 'low', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'high']","['H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1']","['L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2']","['I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1']","['low', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium']",84,"['N_Y_S', 'N_B_S', 'T_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_C', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_Y_C']",1,tail,shape,color,Y,B,C,S,N,T,No,,,Yes, Yellow,3.0,Yes,Curly,4.0
099,"[6.0, 6.0, 1.0, 4.0, 3.0, 2.0, 7.0, 6.0, 7.0, 6.0, 1.0, 4.0, 9.0, 4.0, 7.0, 8.0, 6.0, 5.0, 3.0, 5.0, 7.0, 7.0, 5.0, 5.0]","[4.0, 1.0, 3.0, 6.0, 4.0, 5.0, 6.0, 5.0, 9.0, 7.0, 2.0, 7.0, 4.0, 5.0, 5.0, 5.0, 7.0, 4.0, 5.0, 5.0, 6.0, 8.0, 5.0, 4.0]","[2.0, 5.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 5.0, 1.0, 2.0, 3.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0]",[],405.5345,"['N_Y_S', 'T_Y_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'T_Y_C', 'N_B_C', 'T_B_S']","[7.0, 5.0, 6.0, 8.0, 4.0, 4.0, 5.0, 6.0]","['medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'high', 'medium', 'medium']","['L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2']","['I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2']","['high', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'medium']",99,"['T_Y_S', 'T_B_C', 'T_Y_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'T_B_S', 'N_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S']",1,tail,shape,color,Y,B,S,C,N,T,Yes,Square,6.0,Yes,Blue,6.0,Yes, Straight,6.0
003,"[5.0, 6.0, 6.0, 2.0, 3.0, 2.0, 5.0, 6.0, 8.0, 5.0, 6.0, 6.0, 3.0, 3.0, 5.0, 3.0, 6.0, 5.0, 8.0, 3.0, 5.0, 9.0, 8.0, 8.0]","[6.0, 2.0, 5.0, 3.0, 7.0, 7.0, 6.0, 4.0, 4.0, 4.0, 8.0, 5.0, 5.0, 8.0, 5.0, 5.0, 4.0, 5.0, 4.0, 7.0, 1.0, 8.0, 8.0, 5.0]","[1.0, 4.0, 1.0, 1.0, 4.0, 5.0, 1.0, 2.0, 4.0, 1.0, 2.0, 1.0, 2.0, 5.0, 0.0, 2.0, 2.0, 0.0, 4.0, 4.0, 4.0, 1.0, 0.0, 3.0]","[""This was a bit challenging and I didn't start making potential patterns until toward the end.""]",365.9384,"['T_B_S', 'N_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'N_Y_C']","[7.0, 7.0, 6.0, 4.0, 8.0, 8.0, 6.0, 4.0]","['medium', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'low', 'low', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'high', 'medium']","['H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1']","['I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2']","['medium', 'high', 'medium', 'low', 'high', 'medium', 'low', 'medium']",3,"['N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_C', 'T_Y_S', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'N_Y_S', 'N_B_C', 'N_Y_C', 'N_B_C', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S']",1,shape,tail,color,Y,B,S,C,N,T,Yes,Square,6.0,Yes,Blue,4.0,No,,
065,"[5.0, 5.0, 4.0, 4.0, 7.0, 5.0, 4.0, 5.0, 4.0, 5.0, 2.0, 4.0, 2.0, 6.0, 5.0, 5.0, 4.0, 5.0, 4.0, 8.0, 5.0, 5.0, 4.0, 5.0]","[4.0, 7.0, 3.0, 5.0, 2.0, 8.0, 4.0, 5.0, 7.0, 4.0, 4.0, 2.0, 6.0, 3.0, 3.0, 5.0, 8.0, 5.0, 7.0, 4.0, 4.0, 5.0, 5.0, 7.0]","[1.0, 2.0, 1.0, 1.0, 5.0, 3.0, 0.0, 0.0, 3.0, 1.0, 2.0, 2.0, 4.0, 3.0, 2.0, 0.0, 4.0, 0.0, 3.0, 4.0, 1.0, 0.0, 1.0, 2.0]",[],862.3263,"['T_Y_C', 'N_B_S', 'N_B_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'N_Y_C', 'T_Y_S']","[8.0, 5.0, 2.0, 7.0, 6.0, 5.0, 5.0, 6.0]","['medium', 'high', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'medium']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2']","['H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2']","['high', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium']",65,"['N_B_C', 'T_Y_C', 'N_B_S', 'T_B_S', 'N_Y_S', 'T_B_C', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'T_B_S']",1,shape,tail,color,B,Y,C,S,T,N,Yes, Circular,5.0,No,,,Yes,Curly,5.0
112,"[2.0, 3.0, 4.0, 5.0, 4.0, 3.0, 6.0, 8.0, 6.0, 3.0, 3.0, 5.0, 6.0, 3.0, 3.0, 7.0, 6.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 8.0]","[4.0, 3.0, 8.0, 3.0, 3.0, 5.0, 6.0, 3.0, 7.0, 6.0, 9.0, 1.0, 6.0, 6.0, 4.0, 1.0, 6.0, 7.0, 6.0, 7.0, 8.0, 4.0, 6.0, 3.0]","[2.0, 0.0, 4.0, 2.0, 1.0, 2.0, 0.0, 5.0, 1.0, 3.0, 6.0, 4.0, 0.0, 3.0, 1.0, 6.0, 0.0, 3.0, 3.0, 4.0, 5.0, 1.0, 3.0, 5.0]","['I did my best but ultimately felt like I was not catching the pattern. I did have fun with the study, though. Thank you.']",447.1379,"['N_B_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_Y_C']","[3.0, 6.0, 6.0, 3.0, 4.0, 6.0, 8.0, 6.0]","['medium', 'low', 'high', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low']","['L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2']","['I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1']","['high', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'low']",112,"['T_Y_S', 'T_Y_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'T_B_C', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_B_C', 'T_B_S', 'N_Y_S', 'N_B_S', 'T_Y_C', 'N_Y_C', 'T_B_C']",1,tail,shape,color,Y,B,S,C,N,T,Yes,Square,3.0,No,,,Yes, Straight,4.0
092,"[6.0, 6.0, 7.0, 5.0, 7.0, 4.0, 6.0, 8.0, 8.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 2.0, 6.0, 6.0, 5.0, 5.0, 6.0, 7.0, 5.0, 6.0]","[6.0, 8.0, 5.0, 3.0, 7.0, 6.0, 8.0, 6.0, 6.0, 6.0, 7.0, 5.0, 2.0, 5.0, 1.0, 6.0, 5.0, 6.0, 6.0, 4.0, 3.0, 7.0, 6.0, 7.0]","[0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0, 1.0, 2.0, 4.0, 1.0, 5.0, 4.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0]",[],1362.4217,"['T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_C', 'N_Y_S', 'N_B_C', 'T_B_S', 'T_Y_C']","[4.0, 6.0, 7.0, 5.0, 3.0, 6.0, 6.0, 6.0]","['low', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'high']","['L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1']","['I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2']","['L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2']","['medium', 'medium', 'high', 'low', 'low', 'medium', 'high', 'medium']",92,"['N_Y_C', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'N_B_S', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_B_S']",1,tail,color,shape,B,Y,C,S,T,N,Yes, Circular,6.0,No,,,Yes,Curly,4.0
